DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
2020-01-01,5,1,12,1,3,2,0,85,10,1033,12.5,5,1,-2,116,116,116,0,2,8.1,météo très défavorable,16:56:00,08:49:00,1
2020-01-02,7,1,17,4,6,7,0,96,7.125,1030,83,7,6,1,248,119,116,0,2,3,météo très défavorable,16:57:00,08:49:00,4
2020-01-03,10,4,26,10,10,7,2.6,89,9,1031,90.5,10,8,5,176,353,266,0,2,3,météo défavorable,16:58:00,08:49:00,9
2020-01-04,7,3,19,3,7,5,0.1,89,10,1035,35.375,7,4,0,116,116,116,0,2,8.1,météo très défavorable,16:59:00,08:48:00,4
2020-01-05,7,3,10,3,6,6,0,91,10,1036,52.875,7,4,0,116,119,119,0,2,3.2,météo très défavorable,17:00:00,08:48:00,3
2020-01-06,6,1,21,2,4,4,0,92,10,1033,33,6,3,-2,116,116,116,0,1,8.5,météo très défavorable,17:01:00,08:48:00,4
2020-01-07,8,2,14,5,7,6,0,92,10,1029,34.375,8,5,2,116,116,116,0,2,8.6,météo très défavorable,17:03:00,08:47:00,6
2020-01-08,13,7,20,11,12,12,0.5,96,9.375,1024,99.625,13,11,9,122,122,122,0,3,3.2,météo défavorable,17:04:00,08:47:00,10
2020-01-09,12,8,31,11,12,12,12.2,92,6.875,1021,99,12,10,8,122,266,302,0,3,3.2,météo défavorable,17:05:00,08:47:00,10
2020-01-10,8,4,25,7,7,5,1.3,87,7.625,1030,74.25,8,5,2,266,176,119,0,2,3.2,météo très défavorable,17:07:00,08:46:00,8
2020-01-11,6,2,20,2,5,5,0,92,10,1032,33.125,6,2,-1,116,116,116,0,2,6.9,météo très défavorable,17:08:00,08:46:00,3
2020-01-12,10,4,29,4,8,8,0.5,91,9.875,1026,72.875,10,7,-1,116,122,353,0,3,3.2,météo très défavorable,17:09:00,08:45:00,4
2020-01-13,8,2,31,5,6,7,1.4,93,8,1023,89.5,10,6,2,122,119,266,0,3,3.3,météo très défavorable,17:11:00,08:44:00,5
2020-01-14,10,5,42,9,10,8,16.8,92,7.625,1005,97.625,11,8,5,302,296,176,0,3,3.3,météo très défavorable,17:12:00,08:44:00,9
2020-01-15,10,6,40,9,9,8,6.8,85,8.375,1017,72.25,10,7,4,116,122,302,0,2,3.3,météo défavorable,17:14:00,08:43:00,10
2020-01-16,10,4,27,4,8,9,0,93,10,1024,19.875,10,6,0,116,116,116,0,3,8.7,météo très défavorable,17:15:00,08:42:00,4
