DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
2021-01-01,5,2,10,3,4,4,3.1,95,6.75,1013,80.375,5,2,0,338,176,176,1.3,1,4.9,météo très défavorable,16:54:00,08:49:00,3
2021-01-02,5,1,8,1,5,4,0,89,10,1016,39,5,3,-2,116,119,116,0,2,6.8,météo très défavorable,16:55:00,08:49:00,1
2021-01-03,3,1,15,1,3,3,0.1,96,5.625,1019,83.5,3,2,-1,143,143,326,0,1,3,météo très défavorable,16:56:00,08:49:00,2
2021-01-04,3,-1,21,2,3,2,0.5,94,7.75,1017,100,3,2,-3,326,338,332,0.3,1,3,météo très défavorable,16:57:00,08:49:00,2
2021-01-05,3,2,20,2,2,2,0.7,94,8.375,1019,99.625,3,1,-3,338,122,122,0.5,1,3,météo très défavorable,16:58:00,08:48:00,2
2021-01-06,3,0,10,1,2,2,1.1,93,6.125,1018,94.375,3,1,-2,332,332,332,0.9,1,3.2,météo très défavorable,17:00:00,08:48:00,2
2021-01-07,4,2,14,2,4,3,1.5,94,6.125,1017,94.25,4,2,-1,143,371,371,0.9,1,3.2,météo très défavorable,17:01:00,08:48:00,2
2021-01-08,4,0,11,0,3,2,0,86,9.375,1021,41.375,4,0,-3,116,116,119,0,1,8.6,météo très défavorable,17:02:00,08:47:00,1
2021-01-09,4,1,9,1,3,3,0.9,92,9,1026,41.25,4,1,-1,116,116,116,0.7,1,8.6,météo très défavorable,17:04:00,08:47:00,1
2021-01-10,4,0,5,1,3,2,0,85,10,1027,32,4,0,-1,116,116,116,0,2,8.6,météo très défavorable,17:05:00,08:46:00,1
2021-01-11,6,1,16,1,5,5,0.4,94,10,1025,70.125,6,4,-3,116,119,176,0,2,3.2,météo très défavorable,17:06:00,08:46:00,1
2021-01-12,8,5,26,8,8,7,15.5,91,8.875,1016,93.125,8,7,4,302,176,353,0,2,3.2,météo très défavorable,17:08:00,08:45:00,8
