DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
2022-01-01,14,9,10,9,13,11,0,75,10,1026,69.875,14,8,8,122,119,113,0,3,3.3,météo défavorable,17:16:00,08:38:00,10
2022-01-02,14,9,24,9,12,14,0,79,10,1027,58.25,14,11,7,119,113,116,0,4,6.9,météo correcte,17:17:00,08:38:00,9
2022-01-03,14,11,21,11,12,12,0,90,10,1025,79.25,14,10,9,122,122,116,0,3,5.1,météo défavorable,17:18:00,08:38:00,11
2022-01-04,15,5,48,13,15,7,0.1,72,10,1015,56.125,15,9,9,113,113,122,0,3,8.7,météo correcte,17:19:00,08:38:00,13
2022-01-05,7,1,26,3,5,3,0.3,85,9.625,1024,49.25,7,6,-3,371,113,116,0.1,1,8.7,météo très défavorable,17:20:00,08:38:00,5
2022-01-06,5,-1,5,-1,4,1,0,92,10,1026,43.625,5,0,-3,119,116,113,0,2,6.9,météo très défavorable,17:21:00,08:38:00,0
2022-01-07,8,1,22,3,6,6,0.4,94,9,1027,81.875,8,4,-2,266,119,122,0,3,3.3,météo très défavorable,17:22:00,08:37:00,1
2022-01-08,10,6,34,6,9,9,2.1,96,8.875,1022,100,10,8,3,266,122,353,0,2,3.3,météo défavorable,17:23:00,08:37:00,6
2022-01-09,7,4,21,4,6,7,1.2,88,8.875,1018,88.375,7,5,0,119,122,176,0,2,3.3,météo très défavorable,17:24:00,08:37:00,5
2022-01-10,9,5,13,6,8,7,1,96,8,1024,95,9,6,4,353,122,119,0,2,3.3,météo défavorable,17:26:00,08:36:00,7
2022-01-11,6,-1,13,-1,5,4,0,91,10,1035,23,6,1,-4,113,113,113,0,2,6.9,météo très défavorable,17:27:00,08:36:00,0
2022-01-12,7,-1,18,-1,5,3,0,93,10,1038,2.875,7,0,-5,113,113,113,0,2,8.7,météo très défavorable,17:28:00,08:36:00,0
2022-01-13,8,-2,16,-1,6,4,0,89,10,1037,0,8,0,-6,113,113,113,0,2,8.7,météo très défavorable,17:29:00,08:35:00,-1
2022-01-14,8,-1,5,-1,6,4,0,70,10,1037,0.125,8,0,-3,113,113,113,0,2,8.7,météo très défavorable,17:31:00,08:34:00,-1
2022-01-15,7,0,10,0,5,3,0,71,10,1031,44.625,7,0,-2,116,122,113,0,2,3.4,météo très défavorable,17:32:00,08:34:00,0
2022-01-16,6,-1,8,-1,5,3,0,84,10,1035,2,6,1,-4,113,113,113,0,2,8.7,météo très défavorable,17:33:00,08:33:00,-1
2022-01-17,8,3,6,3,6,5,0,95,9,1038,74,8,5,3,122,116,116,0,3,6.9,météo très défavorable,17:35:00,08:33:00,4
2022-01-18,9,0,18,1,8,5,0,95,7,1037,28.25,9,4,-3,116,113,113,0,1,8.7,météo très défavorable,17:36:00,08:32:00,1
2022-01-19,6,0,18,0,4,4,0,97,7.75,1031,50.625,6,3,-3,143,119,116,0,2,3.4,météo très défavorable,17:37:00,08:31:00,1
2022-01-20,6,1,18,5,5,4,0.3,97,8,1034,68.75,6,6,-2,113,122,368,0,1,5.2,météo très défavorable,17:39:00,08:30:00,6
2022-01-21,5,-1,22,0,3,3,0,92,10,1037,63.125,5,0,-6,119,116,119,0,2,5.2,météo très défavorable,17:40:00,08:29:00,-1
