DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
2021-01-01,3,0,10,2,3,3,2,97,4.625,1014,86.75,3,2,-1,338,338,176,1.4,1,3,météo très défavorable,16:57:00,08:49:00,2
2021-01-02,5,0,9,0,5,3,0,89,10,1016,33.5,5,3,-3,116,119,116,0,2,8.1,météo très défavorable,16:58:00,08:49:00,0
2021-01-03,3,0,14,0,3,2,0.1,97,5.375,1018,90.125,3,1,-3,248,143,368,0,1,3,météo très défavorable,16:59:00,08:48:00,1
2021-01-04,2,2,23,2,2,2,1.7,96,5.625,1017,100,2,1,-3,326,338,338,1.4,1,3.2,météo très défavorable,17:00:00,08:48:00,2
2021-01-05,2,1,21,1,1,2,0.6,96,9,1018,99.875,2,1,-4,338,326,326,0.1,1,3.2,météo très défavorable,17:01:00,08:48:00,2
2021-01-06,2,0,12,1,1,1,1.1,95,7.375,1018,98.625,2,1,-3,332,326,326,0.9,1,3.2,météo très défavorable,17:02:00,08:48:00,2
2021-01-07,3,0,15,2,3,2,1.1,95,5.625,1018,92.125,3,1,-2,143,371,371,0.9,1,3.2,météo très défavorable,17:04:00,08:47:00,2
2021-01-08,3,-1,10,-1,2,2,0,90,8.375,1021,60.5,3,0,-3,116,116,119,0,1,5,météo très défavorable,17:05:00,08:47:00,-1
2021-01-09,3,0,13,0,2,2,0.1,95,7.625,1026,50,3,0,-3,143,116,116,0,1,8.6,météo très défavorable,17:06:00,08:46:00,1
2021-01-10,4,0,6,0,3,2,0,88,10,1027,11.5,4,0,-2,116,116,116,0,2,8.6,météo très défavorable,17:08:00,08:46:00,0
