DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
2021-01-01,3,0,9,0,2,2,0.1,92,10,1013,55,3,0,-1,116,116,326,0.1,2,5.1,météo très défavorable,17:12:00,08:36:00,0
2021-01-02,3,-1,17,-1,2,1,0,90,10,1015,64.625,3,0,-4,116,116,122,0,1,5.1,météo très défavorable,17:13:00,08:36:00,0
2021-01-03,3,-1,6,1,3,2,1.2,98,5.625,1015,90.125,3,1,1,338,368,326,0.8,1,3.3,météo très défavorable,17:14:00,08:36:00,0
2021-01-04,1,-2,6,-1,1,1,2.1,97,4.125,1014,97.75,1,0,-3,338,326,371,1.8,1,3.3,météo très défavorable,17:15:00,08:36:00,-1
2021-01-05,2,-3,13,0,1,1,1.3,94,7,1016,96.75,2,0,-4,119,332,371,1,1,3.3,météo très défavorable,17:16:00,08:36:00,0
2021-01-06,2,-2,11,0,1,1,2.3,97,3.75,1019,98.625,2,1,-3,332,338,332,2,1,3.3,météo très défavorable,17:17:00,08:36:00,0
2021-01-07,2,0,7,0,2,2,0.4,94,9,1019,91.25,2,0,-2,326,116,326,0.3,1,3.3,météo très défavorable,17:18:00,08:36:00,1
2021-01-08,2,-2,3,-1,1,-1,0.6,98,8.375,1020,73,2,0,-2,332,326,323,0.4,1,5.1,météo très défavorable,17:20:00,08:35:00,-1
2021-01-09,2,-2,25,-1,2,0,0,89,10,1022,38.375,2,0,-6,116,116,116,0,1,8.7,météo très défavorable,17:21:00,08:35:00,-2
2021-01-10,2,-2,24,-2,1,0,0,83,10,1023,19.125,2,0,-8,116,116,116,0,2,8.7,météo très défavorable,17:22:00,08:34:00,-2
2021-01-11,3,-3,9,-3,2,0,0,91,10,1026,11.25,3,0,-7,116,116,116,0,2,8.7,météo très défavorable,17:23:00,08:34:00,-3
2021-01-12,6,2,28,3,5,6,15.6,95,7.25,1025,99.25,8,7,-2,122,296,302,0,1,3.3,météo très défavorable,17:25:00,08:34:00,2
2021-01-13,9,5,27,9,9,8,12.3,95,9.125,1025,95.25,9,8,5,296,296,176,0,2,3.3,météo très défavorable,17:26:00,08:33:00,9
2021-01-14,9,7,22,7,7,9,7.7,94,7.25,1025,96.375,9,8,3,176,122,302,0,2,3.4,météo défavorable,17:27:00,08:32:00,7
2021-01-15,7,-1,26,6,4,1,4.2,90,9.375,1029,90.25,7,5,-2,296,176,326,0.1,1,3.4,météo très défavorable,17:28:00,08:32:00,6
2021-01-16,2,-2,12,-1,1,1,4.3,92,9.375,1030,77.625,2,1,-2,116,122,317,0,2,3.4,météo très défavorable,17:30:00,08:31:00,-1
2021-01-17,5,1,12,3,5,4,2.2,97,6.5,1028,85.375,5,4,0,248,143,176,0,1,5.2,météo très défavorable,17:31:00,08:30:00,4
2021-01-18,5,0,7,0,4,3,0,95,7,1030,45.125,5,2,-2,143,116,116,0,2,8.7,météo très défavorable,17:33:00,08:30:00,1
2021-01-19,7,0,12,0,5,5,0,88,10,1026,13.875,7,2,-4,116,116,116,0,2,8.7,météo très défavorable,17:34:00,08:29:00,0
2021-01-20,11,4,19,4,9,10,0,69,10,1013,64.75,11,5,1,116,116,122,0,3,5.2,météo très défavorable,17:35:00,08:28:00,4
