DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
2022-01-01,14,10,21,10,14,12,0,93,9,1024,32.75,14,10,7,113,113,116,0,3,8.5,météo correcte,17:00:00,08:49:00,10
2022-01-02,14,9,31,12,13,11,0.3,91,10,1021,64.125,14,10,9,119,353,119,0,3,6.9,météo correcte,17:01:00,08:49:00,10
2022-01-03,11,9,27,10,11,10,0.7,88,9,1018,98.5,11,8,6,122,122,176,0,2,3.2,météo défavorable,17:02:00,08:49:00,10
2022-01-04,10,2,32,10,3,2,13.5,98,6.75,1013,100,10,9,-4,296,302,338,1.1,1,3.2,météo très défavorable,17:03:00,08:48:00,10
2022-01-05,5,1,24,1,3,3,1,94,9,1022,52.625,5,2,-4,113,122,122,0.9,1,6.9,météo très défavorable,17:05:00,08:48:00,1
2022-01-06,6,0,15,0,5,4,0,88,10,1024,42,6,1,-2,113,116,122,0,1,8.6,météo très défavorable,17:06:00,08:48:00,1
2022-01-07,7,2,27,5,7,3,1.4,91,8.75,1021,81.625,7,3,1,176,176,317,0,2,3.2,météo très défavorable,17:07:00,08:47:00,4
2022-01-08,10,1,36,2,7,10,1.8,93,7.875,1017,83.25,10,8,-2,122,266,296,0,3,3.2,météo très défavorable,17:08:00,08:47:00,1
2022-01-09,8,3,26,4,7,4,0.2,80,10,1015,42.75,8,3,-1,116,116,119,0,2,8.6,météo très défavorable,17:10:00,08:47:00,4
2022-01-10,7,3,9,3,6,6,0,95,9,1025,67.25,7,4,0,143,119,116,0,2,5.1,météo très défavorable,17:11:00,08:46:00,4
