DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
2021-01-01,3,0,9,0,2,2,1.1,96,6.625,1014,92.25,3,1,-3,326,143,368,0.9,2,3.2,météo très défavorable,17:03:00,08:48:00,0
2021-01-02,4,0,8,0,3,2,0,88,8.375,1016,36.875,4,2,-2,116,116,119,0,2,5,météo très défavorable,17:04:00,08:47:00,0
2021-01-03,3,1,11,2,3,2,0.3,97,5.25,1017,92.75,3,2,-2,143,143,368,0.1,1,3.2,météo très défavorable,17:05:00,08:47:00,2
2021-01-04,2,1,22,1,2,2,1.4,97,6.5,1016,100,2,1,-4,326,332,326,1.1,1,3.2,météo très défavorable,17:07:00,08:47:00,1
2021-01-05,2,1,20,1,2,1,1.3,97,7,1018,99.75,2,1,-4,332,338,368,0.7,1,3.2,météo très défavorable,17:08:00,08:47:00,1
2021-01-06,2,-1,13,1,2,1,0.6,97,7.375,1019,95.75,2,1,-3,326,332,371,0.4,1,3.2,météo très défavorable,17:09:00,08:47:00,1
2021-01-07,2,-1,10,1,2,0,3.4,98,6.25,1018,88.875,2,1,-2,326,338,371,2.9,1,3.2,météo très défavorable,17:10:00,08:46:00,0
2021-01-08,2,-1,9,-1,1,0,1,96,7.375,1020,73.25,2,0,-4,338,143,116,0.6,1,6.9,météo très défavorable,17:11:00,08:46:00,-1
2021-01-09,3,-4,20,0,2,1,0,95,7,1026,37.875,3,0,-4,143,116,116,0,2,8.7,météo très défavorable,17:13:00,08:45:00,-1
2021-01-10,3,-2,10,-2,2,1,0,93,8,1027,14.75,3,0,-6,143,116,116,0,2,8.7,météo très défavorable,17:14:00,08:45:00,-2
2021-01-11,4,-1,14,-1,3,4,0,92,10,1026,59,4,3,-3,116,122,122,0,2,3.3,météo très défavorable,17:15:00,08:44:00,0
2021-01-12,8,3,31,7,8,8,18.4,96,6.875,1017,100,8,8,3,296,302,296,0,2,3.3,météo très défavorable,17:17:00,08:44:00,6
2021-01-13,8,2,24,3,7,8,10.5,97,9.125,1021,84.125,8,7,2,116,296,296,0,3,3.3,météo très défavorable,17:18:00,08:43:00,2
2021-01-14,9,7,25,9,8,9,9.5,94,7.625,1020,100,9,8,5,296,266,296,0,2,3.3,météo défavorable,17:20:00,08:42:00,9
2021-01-15,4,-2,22,1,1,0,0.2,93,9.625,1030,49.5,4,3,-6,176,116,113,0,1,8.7,météo très défavorable,17:21:00,08:42:00,2
2021-01-16,0,-6,21,-2,0,-1,15,95,7.625,1031,82.75,2,2,-5,116,122,314,0,1,3.3,météo très défavorable,17:23:00,08:41:00,-2
2021-01-17,5,0,15,2,4,3,0,93,10,1027,64,5,3,-2,119,116,116,0,1,8.7,météo très défavorable,17:24:00,08:40:00,3
2021-01-18,4,-1,17,1,3,3,0,96,8.625,1028,69.5,4,2,-3,116,116,122,0,1,6.9,météo très défavorable,17:26:00,08:39:00,1
2021-01-19,9,2,34,5,9,7,3.3,93,6.875,1020,93.375,9,7,-1,266,296,119,0,2,3.3,météo très défavorable,17:27:00,08:38:00,4
2021-01-20,8,5,32,6,7,8,3.9,81,7.25,1006,88.875,8,5,1,176,296,116,0,2,3.3,météo très défavorable,17:29:00,08:37:00,6
2021-01-21,7,-1,33,5,7,4,22.5,82,7.875,995,87.75,8,6,0,299,116,266,0,2,5.1,météo très défavorable,17:30:00,08:36:00,7
2021-01-22,6,2,16,2,5,5,0.5,93,9,995,77.25,6,3,-2,116,119,353,0,1,3.4,météo très défavorable,17:32:00,08:35:00,3
2021-01-23,4,1,18,1,4,2,4.4,95,8,999,82,4,2,-3,116,119,338,2.7,2,3.4,météo très défavorable,17:33:00,08:34:00,2
2021-01-24,2,-2,21,-2,1,2,5.3,86,8,1003,46.625,2,1,-6,113,116,338,4.3,2,5.2,météo très défavorable,17:35:00,08:33:00,-1
2021-01-25,3,-4,22,2,3,1,1,94,8,1014,71.75,3,1,-3,371,329,116,0.1,1,5.2,météo très défavorable,17:37:00,08:32:00,1
2021-01-26,4,-1,20,-1,3,2,0.1,92,10,1021,48.125,4,0,-5,116,116,122,0,2,6.9,météo très défavorable,17:38:00,08:31:00,-1
2021-01-27,8,1,19,2,6,7,1.2,97,7.125,1019,98.375,8,7,-2,266,176,122,0,2,3.4,météo très défavorable,17:40:00,08:30:00,2
2021-01-28,12,4,35,10,12,11,16.1,95,8.125,1014,95,12,10,7,302,302,176,0,3,3.4,météo très défavorable,17:41:00,08:28:00,9
2021-01-29,11,7,42,9,9,8,14.8,90,8,1006,95.875,11,9,4,302,353,296,0,2,3.4,météo défavorable,17:43:00,08:27:00,11
2021-01-30,10,3,23,7,10,6,17.2,98,8.625,1004,100,10,8,4,296,302,353,0,2,3.4,météo très défavorable,17:45:00,08:26:00,6
2021-01-31,5,0,20,3,2,4,1.3,91,9.875,1003,100,5,4,-3,122,122,122,0,1,3.5,météo très défavorable,17:46:00,08:24:00,3
2021-02-01,8,5,9,7,7,7,1,98,5.375,1004,95.125,8,6,6,266,143,122,0,2,3.5,météo très défavorable,17:48:00,08:23:00,7
2021-02-02,13,3,30,8,13,12,4.8,95,8.75,1006,88.625,13,10,4,266,296,353,0,4,3.5,météo défavorable,17:50:00,08:22:00,5
2021-02-03,11,6,51,10,9,7,16,95,7.625,1008,91.875,11,9,4,143,302,353,0,2,3.5,météo très défavorable,17:51:00,08:20:00,9
2021-02-04,9,5,16,6,7,8,1.8,94,8.5,1012,64.25,9,7,3,116,263,116,0,3,5.2,météo défavorable,17:53:00,08:19:00,5
2021-02-05,8,5,12,5,7,8,0,97,4.5,1013,91.5,8,6,3,143,143,122,0,2,3.5,météo très défavorable,17:55:00,08:17:00,6
2021-02-06,8,5,27,7,7,8,9.1,95,5.75,1010,96.875,8,8,3,143,302,296,0,2,3.5,météo très défavorable,17:56:00,08:16:00,7
2021-02-07,6,0,16,5,3,1,6.7,94,6.5,998,95.875,6,5,-2,296,317,338,1.4,1,3.5,météo très défavorable,17:58:00,08:14:00,6
2021-02-08,-1,-3,14,-2,-1,-1,0.2,96,7.875,1001,87.25,0,0,-5,143,326,122,0,1,4.9,météo très défavorable,18:00:00,08:12:00,-2
2021-02-09,-2,-6,20,-6,-4,-3,0,85,10,1005,77.875,0,0,-12,122,122,116,0,1,8.3,météo très défavorable,18:01:00,08:11:00,-6
2021-02-10,-1,-6,31,-6,-3,-3,0,63,10,1020,40.25,0,0,-15,122,116,113,0,1,9.9,météo très défavorable,18:03:00,08:09:00,-6
2021-02-11,0,-6,24,-6,-2,-2,0,83,10,1027,16.75,0,0,-12,116,116,116,0,2,10,météo très défavorable,18:05:00,08:08:00,-6
2021-02-12,0,-4,32,-3,0,-2,0,49,10,1029,31.25,0,0,-10,116,122,116,0,2,10,météo très défavorable,18:06:00,08:06:00,-3
2021-02-13,0,-5,30,-5,-2,-1,0,51,10,1035,22.375,0,0,-13,113,116,116,0,2,10,météo très défavorable,18:08:00,08:04:00,-4
2021-02-14,1,-4,24,-4,0,0,0,55,10,1035,48.75,1,0,-10,116,119,116,0,2,6.7,météo très défavorable,18:10:00,08:03:00,-4
2021-02-15,6,0,25,2,5,5,0.1,85,9.625,1028,74.5,6,4,-4,119,122,122,0,2,5.1,météo très défavorable,18:11:00,08:01:00,1
2021-02-16,8,2,26,3,6,7,4.2,92,8.25,1024,71.5,8,6,-2,116,116,296,0,2,6.9,météo très défavorable,18:13:00,07:59:00,3
2021-02-17,11,5,25,7,9,9,0.3,93,10,1019,86.125,11,6,3,122,119,176,0,3,5.3,météo défavorable,18:15:00,07:57:00,6
2021-02-18,10,5,36,7,10,8,7.8,89,9.25,1014,70.125,10,8,3,116,296,296,0,3,5.3,météo défavorable,18:16:00,07:55:00,6
2021-02-19,10,2,22,2,8,10,0.1,94,9,1015,36.375,10,8,-1,116,116,122,0,3,8.5,météo très défavorable,18:18:00,07:54:00,3
2021-02-20,15,8,28,8,13,13,0,91,10,1012,16,15,8,5,116,116,116,0,4,10.7,météo correcte,18:20:00,07:52:00,9
2021-02-21,13,7,18,7,11,11,0,83,10,1012,35,13,7,5,116,116,116,0,4,10,météo correcte,18:21:00,07:50:00,9
2021-02-22,13,8,18,8,12,12,0,70,10,1021,43.625,13,8,5,116,116,116,0,4,8.5,météo correcte,18:23:00,07:48:00,8
2021-02-23,13,9,26,9,12,11,0,85,10,1030,47.125,13,8,6,119,122,113,0,4,8.5,météo correcte,18:25:00,07:46:00,9
2021-02-24,16,9,22,9,14,13,0,94,10,1030,11.125,16,9,7,116,116,113,0,4,10.8,météo correcte,18:26:00,07:44:00,10
