DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
2020-01-01,6,1,8,1,4,4,0,95,7.375,1032,32.125,6,4,-1,116,143,116,0,2,8.6,météo très défavorable,17:09:00,08:46:00,1
2020-01-02,9,3,12,7,8,7,1,98,5.375,1029,83,9,7,6,248,143,116,0,2,3.2,météo défavorable,17:10:00,08:46:00,6
2020-01-03,10,5,24,10,10,7,0.6,92,9.875,1032,80.375,10,8,7,122,176,353,0,2,3.2,météo très défavorable,17:11:00,08:46:00,9
2020-01-04,7,3,11,3,6,6,0,90,10,1037,31,7,4,1,116,116,116,0,3,8.7,météo très défavorable,17:12:00,08:45:00,4
2020-01-05,8,4,7,6,8,6,0,85,10,1037,49,8,4,5,119,119,116,0,2,6.9,météo très défavorable,17:13:00,08:45:00,6
2020-01-06,6,1,18,1,4,5,0,95,9,1033,23.75,6,5,-2,116,116,116,0,2,8.7,météo très défavorable,17:15:00,08:45:00,2
2020-01-07,10,4,11,6,8,9,0.1,93,6.25,1030,64.5,10,8,4,143,143,116,0,2,8.7,météo défavorable,17:16:00,08:45:00,8
2020-01-08,12,9,17,11,12,12,0.2,96,10,1026,100,12,11,9,176,122,176,0,3,3.3,météo défavorable,17:17:00,08:44:00,11
2020-01-09,12,10,31,11,12,11,2.7,92,8.75,1024,98.75,12,10,8,122,266,176,0,3,3.3,météo défavorable,17:18:00,08:44:00,11
2020-01-10,9,4,27,7,8,6,2.4,83,9.75,1032,69.125,9,5,3,296,176,176,0,2,3.3,météo défavorable,17:19:00,08:44:00,8
2020-01-11,6,2,13,2,5,5,0,91,10,1033,26.875,6,3,0,116,116,122,0,2,6.9,météo très défavorable,17:21:00,08:43:00,2
2020-01-12,7,1,24,3,7,5,0,95,10,1029,76.25,7,6,-1,116,122,122,0,3,3.3,météo très défavorable,17:22:00,08:43:00,3
2020-01-13,8,6,31,6,8,8,0.8,97,7.625,1025,97,8,7,3,143,122,266,0,2,3.3,météo très défavorable,17:23:00,08:42:00,6
2020-01-14,9,6,40,9,9,9,0.9,82,8,1009,95.5,9,6,4,266,266,176,0,2,3.3,météo défavorable,17:25:00,08:42:00,9
2020-01-15,9,7,33,7,8,8,0.4,79,9.375,1019,71.875,9,7,3,116,116,176,0,2,5.1,météo défavorable,17:26:00,08:41:00,9
2020-01-16,10,5,23,5,9,10,0,96,9,1024,35,10,6,2,143,116,116,0,3,6.9,météo très défavorable,17:28:00,08:40:00,5
2020-01-17,10,4,29,9,10,6,1,90,10,1025,68.625,10,7,6,176,176,353,0,3,3.3,météo défavorable,17:29:00,08:39:00,9
2020-01-18,6,2,18,2,5,4,0,92,10,1032,41.625,6,2,-2,116,116,119,0,2,5.1,météo très défavorable,17:30:00,08:39:00,3
2020-01-19,6,1,27,1,5,4,0.2,92,10,1042,45.75,6,0,-4,116,116,176,0,2,6.9,météo très défavorable,17:32:00,08:38:00,1
2020-01-20,5,1,23,1,4,3,0,89,10,1045,9.625,5,0,-4,116,116,116,0,2,8.7,météo très défavorable,17:33:00,08:37:00,1
2020-01-21,5,-1,12,-1,3,2,0,92,10,1043,6,5,0,-5,116,116,116,0,2,8.7,météo très défavorable,17:35:00,08:36:00,-1
2020-01-22,5,-1,16,-1,3,2,0,83,10,1039,21.5,5,0,-5,116,116,116,0,2,8.7,météo très défavorable,17:36:00,08:35:00,-1
2020-01-23,6,0,18,0,4,3,0,85,10,1033,13,6,0,-5,116,116,116,0,2,8.7,météo très défavorable,17:38:00,08:34:00,0
2020-01-24,8,0,7,1,6,6,0,83,10,1025,32.5,8,5,-2,116,116,116,0,2,8.7,météo très défavorable,17:39:00,08:33:00,0
2020-01-25,9,3,9,3,7,7,0,94,9,1022,24.625,9,6,1,116,143,116,0,3,8.7,météo très défavorable,17:41:00,08:32:00,3
2020-01-26,9,4,19,4,7,8,0,96,8,1017,80.75,9,6,2,143,122,119,0,3,3.4,météo très défavorable,17:43:00,08:31:00,4
2020-01-27,9,6,30,8,9,8,4.7,89,8.5,1014,100,9,7,5,296,266,353,0,2,3.4,météo défavorable,17:44:00,08:30:00,8
2020-01-28,7,1,34,4,5,5,2.4,79,9.625,1008,67,7,5,-2,353,116,116,0,1,6.9,météo très défavorable,17:46:00,08:29:00,6
2020-01-29,7,2,20,3,6,6,4.5,90,9.5,1018,67.75,7,4,-1,122,116,176,0,2,8.7,météo très défavorable,17:47:00,08:27:00,4
2020-01-30,13,5,25,6,11,12,3.8,96,9.75,1016,91.625,13,11,2,122,296,176,0,3,3.5,météo défavorable,17:49:00,08:26:00,5
