DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
2022-01-01,14,9,12,9,13,11,0,82,10,1026,51.5,14,8,7,119,116,116,0,4,6.9,météo correcte,17:17:00,08:45:00,10
2022-01-02,15,10,23,10,13,13,0,82,10,1025,60,15,11,8,116,116,119,0,4,6.9,météo correcte,17:18:00,08:45:00,10
2022-01-03,13,10,26,11,13,13,0,90,10,1023,93.25,13,10,9,116,122,122,0,3,3.3,météo défavorable,17:19:00,08:44:00,12
2022-01-04,16,5,41,13,16,6,0.4,84,9,1016,85.25,16,10,9,176,122,122,0,3,5.1,météo défavorable,17:20:00,08:44:00,12
2022-01-05,7,1,20,2,6,6,0.5,80,9.5,1024,38.125,7,5,-3,179,113,113,0.2,1,8.7,météo très défavorable,17:22:00,08:44:00,3
2022-01-06,5,0,7,0,4,2,0,86,10,1026,54.5,5,0,-2,116,116,122,0,2,5.1,météo très défavorable,17:23:00,08:44:00,0
2022-01-07,9,3,25,5,7,8,0.5,94,9,1026,81.875,9,4,1,176,116,122,0,2,6.9,météo très défavorable,17:24:00,08:44:00,4
2022-01-08,10,6,37,7,9,10,1.5,95,9,1021,93.875,10,8,3,353,122,266,0,2,3.3,météo défavorable,17:25:00,08:43:00,7
2022-01-09,8,4,19,4,6,7,0.7,92,8,1018,85,8,6,0,266,122,176,0,2,5.1,météo très défavorable,17:26:00,08:43:00,5
2022-01-10,9,7,12,7,9,8,0.3,93,10,1024,88.25,9,6,4,176,122,122,0,2,3.3,météo défavorable,17:27:00,08:43:00,7
2022-01-11,6,0,11,1,5,3,0,87,10,1036,10.5,6,1,-3,113,113,113,0,2,8.7,météo très défavorable,17:29:00,08:42:00,2
2022-01-12,6,0,16,0,4,5,0,87,10,1039,29.625,6,2,-3,116,116,113,0,2,6.9,météo très défavorable,17:30:00,08:42:00,1
2022-01-13,9,0,18,0,7,6,0,94,10,1038,9.75,9,2,-4,116,113,113,0,2,8.7,météo très défavorable,17:31:00,08:41:00,1
2022-01-14,8,0,10,0,5,5,0,81,10,1037,0.875,8,0,-4,113,113,113,0,2,8.7,météo très défavorable,17:33:00,08:41:00,0
2022-01-15,7,0,9,0,5,4,0,78,10,1031,25.125,7,0,-3,113,122,113,0,2,6.9,météo très défavorable,17:34:00,08:40:00,0
2022-01-16,6,0,6,0,5,4,0,92,10,1035,27.25,6,2,-1,113,119,113,0,2,5.1,météo très défavorable,17:35:00,08:39:00,0
