DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
2022-01-01,14,9,11,9,13,11,0,86,10,1026,33.25,14,8,7,116,113,116,0,4,6.9,météo correcte,17:14:00,08:43:00,9
2022-01-02,15,9,27,9,13,13,0,79,10,1025,68.875,15,11,8,119,116,119,0,4,6.9,météo défavorable,17:15:00,08:43:00,9
2022-01-03,13,10,27,11,13,13,0.1,93,10,1023,84,13,10,8,116,122,119,0,3,3.3,météo défavorable,17:16:00,08:43:00,12
2022-01-04,14,4,39,13,14,5,0.6,78,8.875,1015,80.375,14,10,10,176,116,122,0,3,6.9,météo défavorable,17:17:00,08:42:00,12
2022-01-05,8,2,21,3,5,4,0.1,84,10,1024,32.875,8,6,-3,113,113,116,0,1,8.7,météo très défavorable,17:18:00,08:42:00,3
2022-01-06,5,-1,9,-1,4,2,0,90,10,1026,46.375,5,0,-3,116,113,116,0,2,8.7,météo très défavorable,17:19:00,08:42:00,0
2022-01-07,8,2,26,4,6,6,0.9,97,8.375,1025,82.875,8,4,0,263,176,176,0,2,5.1,météo très défavorable,17:20:00,08:42:00,3
2022-01-08,10,5,37,7,8,9,2.4,95,8.875,1021,93.625,10,7,2,353,122,266,0,2,3.3,météo défavorable,17:22:00,08:41:00,5
2022-01-09,7,4,26,4,6,7,0.6,89,9,1017,83,7,5,-1,122,122,122,0,2,5.1,météo très défavorable,17:23:00,08:41:00,4
2022-01-10,9,5,11,6,8,7,0.5,93,10,1024,95.75,9,6,3,176,122,122,0,2,3.3,météo très défavorable,17:24:00,08:41:00,7
2022-01-11,7,0,12,0,5,3,0,89,10,1036,23.625,7,1,-3,113,113,113,0,2,8.7,météo très défavorable,17:25:00,08:40:00,1
2022-01-12,7,0,18,0,4,5,0,90,10,1039,25,7,2,-4,116,116,113,0,2,6.9,météo très défavorable,17:27:00,08:40:00,0
2022-01-13,9,0,17,0,6,5,0,94,10,1038,10.25,9,2,-5,116,113,113,0,2,8.7,météo très défavorable,17:28:00,08:39:00,0
2022-01-14,10,-1,10,0,7,4,0,83,10,1037,0.25,10,0,-4,113,113,113,0,2,8.7,météo très défavorable,17:29:00,08:39:00,0
2022-01-15,6,0,8,0,5,5,0,73,10,1031,40,6,0,-2,113,122,113,0,2,3.3,météo très défavorable,17:31:00,08:38:00,0
2022-01-16,5,-1,7,-1,4,2,0,91,10,1035,25.875,5,1,-3,113,119,113,0,2,5.1,météo très défavorable,17:32:00,08:37:00,0
2022-01-17,10,5,8,6,8,7,0,95,8,1038,76.375,10,6,5,143,116,116,0,2,5.1,météo défavorable,17:33:00,08:37:00,6
2022-01-18,9,1,19,2,9,7,0,95,8,1037,13.875,9,5,-3,113,113,113,0,2,8.7,météo très défavorable,17:35:00,08:36:00,2
2022-01-19,7,0,17,0,6,4,0.3,96,5,1032,50.25,7,3,-3,143,113,116,0,1,6.9,météo très défavorable,17:36:00,08:35:00,1
2022-01-20,7,1,22,2,6,4,0.1,95,9,1036,39.5,7,6,-2,113,116,113,0,1,6.9,météo très défavorable,17:38:00,08:34:00,6
2022-01-21,6,-1,21,-1,5,5,0,94,10,1038,45.125,6,0,-5,116,116,122,0,2,6.9,météo très défavorable,17:39:00,08:33:00,-1
2022-01-22,9,-1,10,-1,6,6,0,86,10,1038,4.125,9,3,-4,113,113,113,0,2,8.7,météo très défavorable,17:41:00,08:32:00,-1
2022-01-23,6,-1,18,0,3,4,0,98,7,1035,41.875,6,1,-5,143,116,113,0,1,5.2,météo très défavorable,17:42:00,08:31:00,1
2022-01-24,10,0,12,0,8,7,0,93,9,1034,4.125,10,3,-3,113,113,113,0,1,8.7,météo très défavorable,17:44:00,08:30:00,1
2022-01-25,11,0,10,0,8,7,0,91,10,1036,0,11,4,-3,113,113,113,0,3,8.7,météo très défavorable,17:45:00,08:29:00,1
2022-01-26,8,0,6,0,5,7,0,88,10,1035,13,8,4,-2,113,122,113,0,2,6.9,météo très défavorable,17:47:00,08:28:00,1
