DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
2020-01-01,8,2,6,2,6,7,0,94,9,1032,38,8,6,1,116,143,116,0,3,8.7,météo très défavorable,17:10:00,08:42:00,3
2020-01-02,9,7,10,7,8,8,3.3,98,6.75,1029,86.375,9,7,6,266,143,119,0,2,3.3,météo défavorable,17:11:00,08:42:00,8
2020-01-03,11,7,21,8,11,10,0.5,93,10,1032,84.125,11,8,5,122,176,122,0,3,3.3,météo défavorable,17:12:00,08:42:00,8
2020-01-04,8,1,8,4,7,6,0.3,85,9.875,1037,29.875,8,5,2,116,116,116,0,2,8.7,météo très défavorable,17:13:00,08:42:00,5
2020-01-05,9,4,6,6,8,7,0,85,10,1037,47.25,9,4,5,119,116,116,0,2,8.7,météo défavorable,17:14:00,08:41:00,6
2020-01-06,7,2,14,2,5,6,0,93,10,1033,12.625,7,4,-1,116,116,113,0,2,8.7,météo très défavorable,17:15:00,08:41:00,2
2020-01-07,10,4,10,7,9,10,0,98,4.875,1030,93.125,10,9,5,143,248,122,0,2,3.3,météo défavorable,17:16:00,08:41:00,7
2020-01-08,12,8,15,10,11,12,1.2,97,6.875,1028,100,12,11,8,266,248,176,0,3,3.3,météo défavorable,17:17:00,08:41:00,10
2020-01-09,12,10,24,10,11,11,8,94,9.125,1025,93.25,12,10,8,296,296,176,0,3,3.3,météo défavorable,17:19:00,08:40:00,10
2020-01-10,9,3,26,8,8,7,1.7,80,7.75,1032,75.5,9,5,4,266,116,176,0,2,3.3,météo défavorable,17:20:00,08:40:00,9
2020-01-11,8,3,6,3,6,6,0,91,10,1034,18.375,8,4,3,116,116,116,0,3,8.7,météo très défavorable,17:21:00,08:39:00,4
2020-01-12,7,3,18,3,6,7,0,89,10,1030,71.125,7,5,-1,116,116,122,0,2,5.1,météo très défavorable,17:22:00,08:39:00,3
2020-01-13,9,1,20,7,8,7,0.5,95,7,1026,92.125,9,6,4,143,176,263,0,2,3.3,météo défavorable,17:24:00,08:38:00,6
2020-01-14,9,5,30,9,9,8,0.5,67,8,1011,95.25,9,4,5,122,266,176,0,2,3.3,météo très défavorable,17:25:00,08:38:00,9
2020-01-15,11,8,27,8,11,9,0.1,74,10,1020,56.125,11,6,4,116,116,119,0,2,5.1,météo défavorable,17:26:00,08:37:00,8
2020-01-16,12,5,16,6,10,11,0,93,9,1025,28.375,12,6,3,143,116,116,0,2,6.9,météo défavorable,17:28:00,08:37:00,6
2020-01-17,10,5,24,10,10,7,7.7,86,8.375,1026,61,10,7,7,266,296,353,0,3,3.3,météo très défavorable,17:29:00,08:36:00,10
2020-01-18,7,3,14,3,6,5,0.1,89,10,1031,35.125,7,2,0,119,116,116,0,1,8.7,météo très défavorable,17:31:00,08:35:00,4
2020-01-19,6,2,24,2,5,5,0.2,87,10,1041,45,6,0,-2,116,116,176,0,2,5.1,météo très défavorable,17:32:00,08:34:00,2
2020-01-20,6,2,23,2,4,4,0,80,10,1044,1.125,6,0,-3,113,113,113,0,2,8.7,météo très défavorable,17:34:00,08:33:00,2
2020-01-21,5,-1,13,-1,3,3,0,93,10,1042,18,5,0,-5,116,116,116,0,2,8.7,météo très défavorable,17:35:00,08:33:00,0
2020-01-22,5,-1,15,-1,4,3,0,87,10,1038,8.625,5,0,-5,116,116,116,0,2,8.7,météo très défavorable,17:37:00,08:32:00,-1
2020-01-23,5,0,18,0,4,4,0,72,10,1032,29.875,5,0,-5,116,116,116,0,2,8.7,météo très défavorable,17:38:00,08:31:00,0
2020-01-24,10,1,6,3,8,8,0,89,10,1024,38.875,10,6,1,116,116,116,0,3,8.7,météo très défavorable,17:40:00,08:30:00,2
2020-01-25,10,4,6,4,8,8,0,93,9,1022,19.25,10,6,3,116,116,116,0,3,8.7,météo très défavorable,17:41:00,08:29:00,5
2020-01-26,10,5,14,5,9,9,0.2,94,9,1018,83.375,10,7,4,122,122,176,0,3,3.4,météo très défavorable,17:43:00,08:28:00,5
2020-01-27,9,6,26,8,9,9,15.3,87,6.75,1016,99.625,9,7,5,266,296,266,0,2,3.4,météo défavorable,17:44:00,08:26:00,8
2020-01-28,8,5,31,6,6,6,8.5,75,8.875,1010,71.375,8,5,-1,353,116,176,0,2,7,météo très défavorable,17:46:00,08:25:00,7
2020-01-29,8,4,16,4,7,7,1.2,90,8.375,1019,66.125,8,4,0,176,116,116,0,2,8.7,météo très défavorable,17:47:00,08:24:00,5
2020-01-30,12,6,23,7,11,12,3.9,94,7.625,1017,89.125,12,11,4,122,296,266,0,4,3.5,météo défavorable,17:49:00,08:23:00,6
2020-01-31,13,10,17,11,13,12,0.9,95,8,1016,90,13,11,10,176,143,353,0,3,3.5,météo défavorable,17:50:00,08:22:00,12
2020-02-01,13,11,28,12,13,12,10.8,90,8.375,1018,96.5,13,11,10,266,296,353,0,3,3.5,météo défavorable,17:52:00,08:20:00,12
2020-02-02,14,11,27,12,14,13,19.6,95,6.125,1018,96.875,14,12,10,296,302,266,0,4,3.5,météo très défavorable,17:53:00,08:19:00,11
2020-02-03,13,10,26,13,13,12,8.3,88,5,1020,100,13,11,10,176,266,296,0,3,3.5,météo défavorable,17:55:00,08:18:00,13
2020-02-04,10,5,27,6,8,7,6.2,82,9.25,1029,80.625,10,7,2,176,353,176,0,2,3.5,météo défavorable,17:57:00,08:16:00,7
2020-02-05,8,3,9,3,7,6,0,92,10,1037,28.5,8,3,1,116,116,116,0,3,7,météo très défavorable,17:58:00,08:15:00,4
2020-02-06,8,2,14,2,6,6,0,86,10,1034,7.375,8,2,-1,116,113,113,0,2,9.9,météo très défavorable,18:00:00,08:14:00,3
2020-02-07,10,1,10,1,7,8,0,78,10,1026,17.125,10,5,-1,113,113,116,0,3,9.9,météo très défavorable,18:01:00,08:12:00,2
2020-02-08,8,5,14,5,7,8,4.1,93,8.875,1024,60.75,8,7,2,116,119,296,0,3,6.6,météo très défavorable,18:03:00,08:11:00,5
2020-02-09,11,5,36,6,10,10,0.9,92,8.75,1023,77.625,13,8,3,122,116,122,0,2,8.3,météo défavorable,18:04:00,08:09:00,7
2020-02-10,13,8,41,10,9,9,6.9,71,8.25,1016,92.875,13,10,4,296,176,266,0,2,5,météo défavorable,18:06:00,08:08:00,13
2020-02-11,8,5,25,5,7,7,3.4,82,8.75,1021,75.625,8,2,1,116,176,176,0,2,5,météo très défavorable,18:08:00,08:06:00,6
2020-02-12,8,2,17,2,7,7,0.3,88,9.875,1023,45,8,1,-2,116,116,116,0,2,10,météo très défavorable,18:09:00,08:05:00,3
2020-02-13,9,5,35,6,9,9,9.6,84,9.375,1018,91.875,9,6,2,176,296,353,0,3,5,météo défavorable,18:11:00,08:03:00,5
2020-02-14,11,7,16,7,10,10,0.8,87,10,1025,72.875,11,6,4,116,122,116,0,2,6.7,météo défavorable,18:12:00,08:01:00,8
2020-02-15,13,6,19,6,11,12,0,94,10,1025,49.625,13,7,3,116,116,116,0,2,10.1,météo correcte,18:14:00,08:00:00,7
2020-02-16,16,12,37,12,15,15,0.5,66,9.875,1018,67.75,16,9,10,119,116,119,0,4,8.4,météo défavorable,18:15:00,07:58:00,12
2020-02-17,10,6,19,8,9,8,20.6,88,7.625,1025,83.5,10,7,5,302,266,293,0,2,5.3,météo très défavorable,18:17:00,07:56:00,8
2020-02-18,10,3,21,3,8,8,0.8,84,10,1031,43,10,3,0,116,116,353,0,3,10,météo très défavorable,18:19:00,07:55:00,4
2020-02-19,9,6,17,6,7,9,4.7,86,8.75,1027,88.625,9,6,3,296,176,266,0,3,5.3,météo défavorable,18:20:00,07:53:00,7
2020-02-20,10,7,24,7,9,9,1.8,83,9.875,1024,89.625,10,6,5,122,122,122,0,2,5.4,météo défavorable,18:22:00,07:51:00,7
2020-02-21,9,2,12,2,7,7,0.7,86,10,1033,22,9,1,0,116,116,116,0,2,10.7,météo très défavorable,18:23:00,07:49:00,3
2020-02-22,12,4,22,4,9,12,0,86,10,1031,26.75,12,8,0,116,116,116,0,3,10,météo très défavorable,18:25:00,07:48:00,4
2020-02-23,13,9,28,9,12,13,0,93,10,1032,97.5,13,10,7,122,122,122,0,3,5.4,météo défavorable,18:26:00,07:46:00,9
2020-02-24,12,10,26,11,12,11,0.1,91,10,1028,84.625,12,10,9,122,119,122,0,3,7,météo défavorable,18:28:00,07:44:00,11
2020-02-25,9,7,26,9,8,8,7.2,89,8.125,1015,91.5,9,8,5,296,263,353,0,2,5.4,météo défavorable,18:29:00,07:42:00,9
2020-02-26,7,2,35,2,6,5,6,81,7.625,1017,70.375,7,1,-4,230,116,176,0.4,1,5.5,météo très défavorable,18:31:00,07:40:00,3
2020-02-27,11,3,35,3,7,11,17.6,92,7.625,1018,95,11,9,-1,122,302,296,0,3,5.5,météo très défavorable,18:33:00,07:39:00,3
2020-02-28,11,7,27,7,10,11,18.4,96,7.25,1008,94.5,11,9,6,119,302,266,0,2,5.5,météo très défavorable,18:34:00,07:37:00,7
2020-02-29,10,5,34,10,8,7,8.6,85,7.75,1007,84.375,10,8,4,116,296,293,0,2,5.5,météo défavorable,18:36:00,07:35:00,9
2020-03-01,9,4,31,4,9,7,7.6,83,7.5,1002,87,9,5,0,266,122,296,0,2,5.5,météo très défavorable,18:37:00,07:33:00,5
2020-03-02,9,3,26,6,8,7,12.2,86,8.125,1001,58,9,5,2,389,116,176,0,3,10.1,météo défavorable,18:39:00,07:31:00,7
2020-03-03,7,1,14,1,6,6,1.7,89,9.75,1008,67.875,7,3,-3,116,116,353,0,1,7.1,météo très défavorable,18:40:00,07:29:00,2
2020-03-04,8,1,18,1,7,7,1.3,91,9,1016,69.375,8,5,-1,119,116,176,0,3,7.1,météo très défavorable,18:42:00,07:27:00,2
2020-03-05,11,5,40,10,10,8,22.6,96,7.375,1006,99.375,11,10,5,302,302,296,0,2,5.6,météo très défavorable,18:43:00,07:25:00,8
2020-03-06,9,4,17,4,8,7,0.7,90,9.5,1012,72.125,9,4,0,176,116,176,0,2,8.6,météo très défavorable,18:45:00,07:23:00,5
2020-03-07,9,2,13,2,8,8,0.5,92,9.875,1022,60.125,9,6,-1,116,116,122,0,2,8.6,météo très défavorable,18:46:00,07:21:00,3
2020-03-08,10,6,27,6,9,9,6.9,92,9.375,1022,84.125,10,8,2,116,176,296,0,2,5.6,météo défavorable,18:48:00,07:19:00,6
2020-03-09,10,4,21,4,8,9,4.8,90,9.625,1022,77.625,10,6,0,122,116,353,0,2,8.6,météo très défavorable,18:49:00,07:17:00,5
2020-03-10,12,7,25,8,11,12,8.8,92,8.375,1021,98.125,12,10,5,296,296,122,0,3,5.7,météo défavorable,18:51:00,07:15:00,7
2020-03-11,14,11,22,12,13,13,2.6,92,6.5,1021,86.25,14,11,10,122,266,353,0,3,5.7,météo défavorable,18:52:00,07:13:00,12
2020-03-12,11,8,21,10,11,9,2.1,91,9,1020,92.625,11,9,8,122,266,176,0,3,5.7,météo défavorable,18:54:00,07:11:00,10
2020-03-13,10,3,12,3,9,9,0.5,84,9.875,1025,41.875,10,3,0,113,116,176,0,2,10.1,météo très défavorable,18:55:00,07:09:00,4
2020-03-14,11,5,14,5,9,9,0.5,80,9,1023,78.625,11,6,3,116,122,176,0,3,5.8,météo très défavorable,18:57:00,07:07:00,5
2020-03-15,14,5,14,5,12,13,0.1,96,8,1019,45.875,14,7,3,143,116,119,0,3,11.5,météo correcte,18:58:00,07:05:00,7
2020-03-16,14,9,5,9,13,13,2.2,94,8.5,1025,78.375,14,10,9,122,176,176,0,3,6,météo défavorable,19:00:00,07:03:00,9
2020-03-17,15,10,5,10,13,14,0,93,10,1030,57.5,15,10,9,119,119,116,0,3,10.2,météo correcte,19:01:00,07:01:00,10
2020-03-18,18,11,6,11,16,16,0.5,90,9.75,1029,73.125,18,10,11,122,119,176,0,4,6.2,météo défavorable,19:03:00,06:59:00,11
2020-03-19,20,10,4,10,18,18,0.2,92,10,1025,38.25,20,11,10,116,116,116,0,4,11.6,météo favorable,19:04:00,06:57:00,10
2020-03-20,17,9,17,9,15,14,1.5,91,9.75,1021,55.125,17,9,8,176,116,116,0,3,11.6,météo correcte,19:06:00,06:55:00,10
2020-03-21,10,7,23,7,10,9,0,85,10,1020,80.375,10,7,3,119,122,122,0,3,6.3,météo défavorable,19:07:00,06:53:00,8
2020-03-22,9,5,25,5,8,9,0,79,10,1020,72.25,9,3,0,119,116,122,0,2,7.6,météo très défavorable,19:09:00,06:50:00,5
2020-03-23,12,1,21,1,9,10,0,59,10,1024,13.625,12,1,-4,116,113,113,0,3,11.6,météo très défavorable,19:10:00,06:48:00,3
2020-03-24,11,0,18,0,8,9,0,55,10,1025,0.75,11,0,-5,113,113,113,0,3,11.6,météo très défavorable,19:12:00,06:46:00,2
2020-03-25,10,-1,17,-1,8,8,0,66,10,1023,0,10,0,-5,113,113,113,0,3,11.6,météo très défavorable,19:13:00,06:44:00,1
2020-03-26,9,0,19,0,7,7,0,62,10,1018,2.5,9,0,-5,113,113,116,0,2,11.6,météo très défavorable,19:15:00,06:42:00,1
2020-03-27,11,2,12,2,9,10,0,74,10,1019,48.25,11,2,-1,116,116,119,0,3,10.3,météo très défavorable,19:16:00,06:40:00,2
2020-03-28,14,6,12,6,13,12,0.3,79,9.375,1021,56.125,14,7,6,119,116,119,0,3,9,météo correcte,19:17:00,06:38:00,7
2020-03-29,9,3,32,3,8,6,0.3,67,10,1030,58.125,9,3,-2,116,119,122,0,2,7.7,météo très défavorable,19:19:00,06:36:00,6
2020-03-30,7,-1,32,-1,5,6,0,59,9.625,1028,17.375,7,0,-7,116,113,113,0,1,11.6,météo très défavorable,19:20:00,06:34:00,1
