DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C,Region,Ville,météo très défavorable,météo défavorable,météo favorable,météo correcte,météo idéale,Region_num
2020-01-01,5,0,10,0,3,2,0.0,83,10.0,1032,14.125,5,2,-3,116,116,116,0.0,2,8.5,météo très défavorable,17:00:00,08:49:00,0,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-01-02,8,2,15,4,7,7,0.0,97,5.0,1029,77.875,8,7,2,248,143,116,0.0,2,5.0,météo très défavorable,17:01:00,08:49:00,4,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-01-03,10,6,25,10,10,8,0.8,89,10.0,1031,87.0,10,8,6,176,353,353,0.0,2,3.2,météo défavorable,17:02:00,08:49:00,10,Hauts-de-France,Amiens,0,1,0,0,0,0
2020-01-04,8,3,18,3,7,6,0.4,91,10.0,1036,44.75,8,5,0,116,116,176,0.0,3,6.9,météo très défavorable,17:03:00,08:48:00,3,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-01-05,8,4,7,5,7,6,0.1,88,10.0,1036,70.75,8,5,4,116,119,119,0.0,2,3.2,météo très défavorable,17:04:00,08:48:00,4,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-01-06,6,0,18,2,5,4,0.0,93,10.0,1033,24.75,6,3,-2,113,116,113,0.0,1,8.6,météo très défavorable,17:05:00,08:48:00,3,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-01-07,8,2,12,4,7,6,0.0,93,10.0,1029,35.75,8,6,2,116,116,116,0.0,2,8.6,météo très défavorable,17:06:00,08:48:00,6,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-01-08,13,8,16,11,13,12,0.3,96,9.375,1024,95.75,13,11,9,122,119,122,0.0,3,3.2,météo défavorable,17:08:00,08:47:00,11,Hauts-de-France,Amiens,0,1,0,0,0,0
2020-01-09,12,11,29,11,12,12,5.4,92,9.5,1022,99.0,12,11,9,122,296,296,0.0,3,3.2,météo défavorable,17:09:00,08:47:00,11,Hauts-de-France,Amiens,0,1,0,0,0,0
2020-01-10,8,3,22,8,8,5,1.7,87,8.375,1031,62.0,8,6,4,263,176,116,0.0,2,5.1,météo très défavorable,17:10:00,08:46:00,8,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-01-11,6,2,17,2,5,4,0.0,93,10.0,1033,41.625,6,3,-1,116,116,122,0.0,2,5.1,météo très défavorable,17:12:00,08:46:00,2,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-01-12,10,3,26,4,8,7,0.2,94,10.0,1027,64.5,10,7,0,116,122,176,0.0,3,3.3,météo très défavorable,17:13:00,08:45:00,3,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-01-13,9,5,29,5,7,9,1.2,93,8.0,1023,77.125,9,7,2,176,176,266,0.0,2,3.3,météo très défavorable,17:14:00,08:45:00,6,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-01-14,10,5,41,10,10,9,6.0,90,9.625,1006,100.0,11,9,6,296,296,176,0.0,2,3.3,météo très défavorable,17:16:00,08:44:00,10,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-01-15,9,5,36,8,9,7,2.1,83,9.75,1018,67.5,10,7,4,116,176,296,0.0,2,5.1,météo défavorable,17:17:00,08:43:00,9,Hauts-de-France,Amiens,0,1,0,0,0,0
2020-01-16,10,3,25,3,8,9,0.0,94,10.0,1023,22.25,10,6,0,116,119,116,0.0,3,8.7,météo très défavorable,17:19:00,08:43:00,4,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-01-17,10,5,26,9,10,7,3.2,90,8.75,1022,79.75,10,8,6,266,296,353,0.0,3,3.3,météo défavorable,17:20:00,08:42:00,10,Hauts-de-France,Amiens,0,1,0,0,0,0
2020-01-18,6,1,13,3,5,3,2.7,91,9.625,1033,37.875,6,2,-1,293,116,113,0.0,1,8.7,météo très défavorable,17:22:00,08:41:00,4,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-01-19,7,1,23,1,6,4,0.3,91,10.0,1044,44.75,7,1,-3,116,116,176,0.0,2,6.9,météo très défavorable,17:23:00,08:40:00,1,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-01-20,6,1,13,1,5,3,0.0,95,8.0,1047,17.25,6,2,-2,143,116,116,0.0,2,8.7,météo très défavorable,17:25:00,08:39:00,1,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-01-21,6,0,7,0,5,4,0.0,89,9.0,1045,3.625,6,1,-2,113,113,113,0.0,2,8.7,météo très défavorable,17:26:00,08:38:00,0,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-01-22,5,-2,10,0,4,3,0.0,80,10.0,1039,29.0,5,1,-1,116,116,116,0.0,2,8.7,météo très défavorable,17:28:00,08:37:00,-1,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-01-23,6,1,15,1,4,3,0.0,93,10.0,1035,8.75,6,2,-4,116,116,113,0.0,2,8.7,météo très défavorable,17:30:00,08:36:00,1,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-01-24,6,-1,7,-1,4,3,0.0,94,7.625,1026,18.375,6,1,-4,143,116,116,0.0,1,8.7,météo très défavorable,17:31:00,08:35:00,-1,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-01-25,7,1,12,1,5,4,0.0,89,10.0,1023,38.875,7,5,-1,116,116,122,0.0,2,5.1,météo très défavorable,17:33:00,08:34:00,1,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-01-26,8,2,18,2,6,7,0.0,96,6.0,1017,64.25,8,6,-1,143,143,122,0.0,3,5.2,météo très défavorable,17:35:00,08:33:00,2,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-01-27,10,7,23,8,9,8,4.5,93,7.625,1011,93.0,10,7,5,296,296,353,0.0,2,3.4,météo défavorable,17:36:00,08:31:00,9,Hauts-de-France,Amiens,0,1,0,0,0,0
2020-01-28,6,4,34,5,6,5,10.5,84,8.625,1004,87.625,6,4,-1,266,353,353,0.0,2,3.4,météo très défavorable,17:38:00,08:30:00,5,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-01-29,8,2,24,2,6,5,0.5,83,10.0,1016,54.5,8,2,-2,176,116,176,0.0,1,6.9,météo très défavorable,17:40:00,08:29:00,3,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-01-30,10,3,20,5,8,10,0.0,95,10.0,1014,83.125,12,10,1,116,122,122,0.0,3,3.4,météo très défavorable,17:41:00,08:27:00,5,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-01-31,12,8,22,10,12,12,0.0,89,10.0,1013,93.5,12,10,7,119,122,122,0.0,3,3.4,météo défavorable,17:43:00,08:26:00,11,Hauts-de-France,Amiens,0,1,0,0,0,0
2020-02-01,12,6,33,11,12,8,3.0,96,8.875,1015,84.5,12,11,8,266,176,296,0.0,3,3.5,météo défavorable,17:45:00,08:25:00,12,Hauts-de-France,Amiens,0,1,0,0,0,0
2020-02-02,13,7,30,10,13,12,2.3,94,8.875,1014,96.25,13,11,7,266,296,122,0.0,4,3.5,météo défavorable,17:46:00,08:23:00,8,Hauts-de-France,Amiens,0,1,0,0,0,0
2020-02-03,11,7,26,10,11,9,2.5,88,8.5,1018,97.0,11,9,7,266,122,353,0.0,3,3.5,météo défavorable,17:48:00,08:22:00,10,Hauts-de-France,Amiens,0,1,0,0,0,0
2020-02-04,6,3,33,4,5,5,4.6,82,7.75,1027,72.875,6,3,0,116,176,266,0.0,2,3.5,météo très défavorable,17:50:00,08:20:00,4,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-02-05,9,3,11,3,7,7,0.3,94,9.0,1037,50.0,9,4,1,176,116,116,0.0,2,8.7,météo très défavorable,17:51:00,08:19:00,5,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-02-06,8,2,8,2,7,6,0.0,92,10.0,1035,10.5,8,3,2,116,116,116,0.0,3,8.7,météo très défavorable,17:53:00,08:17:00,3,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-02-07,7,0,19,0,5,5,0.0,86,10.0,1028,5.5,7,1,-4,113,113,116,0.0,2,8.7,météo très défavorable,17:55:00,08:16:00,1,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-02-08,7,4,18,7,7,5,5.8,96,9.5,1022,73.625,7,6,3,119,296,293,0.0,2,3.5,météo très défavorable,17:56:00,08:14:00,7,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-02-09,10,5,48,5,8,9,2.7,87,9.75,1020,80.125,11,10,0,116,116,176,0.0,3,3.5,météo très défavorable,17:58:00,08:12:00,5,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-02-10,9,1,45,7,7,4,9.0,84,7.625,1008,97.25,9,9,1,296,176,266,0.0,2,4.9,météo défavorable,18:00:00,08:11:00,9,Hauts-de-France,Amiens,0,1,0,0,0,0
2020-02-11,7,3,36,4,6,5,2.7,74,9.625,1017,75.625,7,2,-1,176,353,353,0.0,2,8.3,météo très défavorable,18:02:00,08:09:00,4,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-02-12,7,0,26,2,6,5,3.0,93,10.0,1019,80.125,7,2,-3,362,362,353,0.0,1,6.6,météo très défavorable,18:03:00,08:07:00,3,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-02-13,8,3,41,5,8,6,14.4,91,8.75,1016,93.625,8,5,0,122,302,296,0.0,2,5.0,météo très défavorable,18:05:00,08:06:00,5,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-02-14,10,4,18,4,9,8,0.1,94,9.0,1022,42.75,10,7,1,116,116,116,0.0,3,10.0,météo très défavorable,18:07:00,08:04:00,5,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-02-15,12,7,29,8,10,12,0.0,94,10.0,1021,81.625,12,9,4,119,122,122,0.0,4,5.0,météo défavorable,18:08:00,08:02:00,7,Hauts-de-France,Amiens,0,1,0,0,0,0
2020-02-16,15,11,52,13,14,14,5.7,75,7.625,1012,92.875,16,10,10,119,266,176,0.0,3,5.1,météo défavorable,18:10:00,08:00:00,12,Hauts-de-France,Amiens,0,1,0,0,0,0
2020-02-17,10,2,28,6,9,7,1.1,81,10.0,1019,58.5,10,4,2,119,116,353,0.0,2,8.4,météo défavorable,18:12:00,07:59:00,7,Hauts-de-France,Amiens,0,1,0,0,0,0
2020-02-18,8,3,30,3,7,7,1.6,86,9.25,1026,83.625,8,4,-1,176,176,353,0.0,2,5.3,météo très défavorable,18:13:00,07:57:00,4,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-02-19,8,2,22,4,7,7,6.3,81,8.875,1024,81.375,8,5,0,293,119,176,0.0,2,6.9,météo très défavorable,18:15:00,07:55:00,5,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-02-20,10,5,33,6,9,8,0.1,86,10.0,1020,78.5,10,6,3,116,122,122,0.0,2,5.3,météo défavorable,18:17:00,07:53:00,6,Hauts-de-France,Amiens,0,1,0,0,0,0
2020-02-21,8,2,24,2,7,6,0.1,85,10.0,1030,61.875,8,3,-2,116,119,116,0.0,2,6.9,météo très défavorable,18:18:00,07:51:00,3,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-02-22,11,4,32,4,10,10,0.0,81,10.0,1027,37.875,11,8,0,116,116,122,0.0,3,8.5,météo très défavorable,18:20:00,07:49:00,4,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-02-23,14,8,42,10,13,13,1.3,86,7.375,1027,94.5,14,10,7,266,176,122,0.0,4,5.4,météo défavorable,18:22:00,07:47:00,8,Hauts-de-France,Amiens,0,1,0,0,0,0
2020-02-24,13,7,35,10,13,11,1.9,92,5.625,1025,93.875,13,9,7,266,119,176,0.0,3,5.4,météo défavorable,18:23:00,07:46:00,7,Hauts-de-France,Amiens,0,1,0,0,0,0
2020-02-25,10,5,31,7,8,6,3.7,77,8.125,1009,76.875,10,7,4,116,176,176,0.0,2,5.4,météo défavorable,18:25:00,07:44:00,8,Hauts-de-France,Amiens,0,1,0,0,0,0
2020-02-26,6,1,35,1,5,4,3.9,77,7.875,1013,65.0,6,0,-5,230,119,176,0.9,1,8.5,météo très défavorable,18:27:00,07:42:00,2,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-02-27,10,1,39,2,7,9,5.1,93,9.625,1014,90.75,10,8,-3,122,302,353,0.0,3,5.4,météo très défavorable,18:28:00,07:40:00,1,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-02-28,8,1,19,3,8,6,4.2,89,9.625,1006,80.875,8,9,0,116,122,296,0.0,3,5.5,météo très défavorable,18:30:00,07:38:00,4,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-02-29,10,4,37,8,8,6,1.5,89,7.625,1003,86.0,10,9,3,116,122,176,0.0,2,5.5,météo défavorable,18:32:00,07:36:00,8,Hauts-de-France,Amiens,0,1,0,0,0,0
2020-03-01,8,0,33,3,7,5,7.2,88,8.125,996,91.375,8,4,-3,317,176,353,0.0,2,5.5,météo très défavorable,18:33:00,07:34:00,3,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-03-02,8,2,38,4,7,5,5.4,90,8.375,998,60.5,8,3,-1,302,266,116,0.0,3,10.1,météo très défavorable,18:35:00,07:31:00,5,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-03-03,7,2,22,2,7,6,1.7,87,9.875,1008,62.375,7,3,-3,116,116,353,0.0,3,5.5,météo très défavorable,18:37:00,07:29:00,2,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-03-04,8,1,19,1,7,7,0.1,90,10.0,1015,57.125,8,4,-2,116,116,122,0.0,3,8.6,météo très défavorable,18:38:00,07:27:00,1,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-03-05,10,5,25,8,9,8,24.3,96,7.375,1004,99.375,10,8,4,296,302,356,0.0,2,5.6,météo très défavorable,18:40:00,07:25:00,7,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-03-06,7,3,25,4,6,5,12.0,89,9.125,1010,61.375,7,5,-1,296,122,116,0.0,2,8.6,météo très défavorable,18:42:00,07:23:00,5,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-03-07,9,2,16,2,8,7,0.0,95,9.0,1019,53.0,9,5,-1,116,116,122,0.0,3,8.6,météo très défavorable,18:43:00,07:21:00,2,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-03-08,11,5,30,7,10,9,2.7,87,9.75,1017,79.0,11,7,3,122,296,353,0.0,2,7.1,météo défavorable,18:45:00,07:19:00,7,Hauts-de-France,Amiens,0,1,0,0,0,0
2020-03-09,9,3,24,3,8,8,2.5,88,9.75,1018,74.125,9,6,-1,176,116,353,0.0,3,7.1,météo très défavorable,18:47:00,07:17:00,4,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-03-10,13,5,30,10,13,13,4.1,91,9.75,1016,98.875,13,11,6,296,176,122,0.0,3,5.7,météo défavorable,18:48:00,07:15:00,8,Hauts-de-France,Amiens,0,1,0,0,0,0
2020-03-11,13,12,28,12,12,13,1.2,84,7.0,1016,91.0,13,10,9,176,176,266,0.0,3,5.7,météo défavorable,18:50:00,07:12:00,12,Hauts-de-France,Amiens,0,1,0,0,0,0
2020-03-12,11,5,32,9,9,7,5.0,87,7.625,1016,77.0,11,9,5,296,266,176,0.0,2,7.2,météo défavorable,18:52:00,07:10:00,10,Hauts-de-France,Amiens,0,1,0,0,0,0
2020-03-13,10,4,27,4,10,7,0.6,83,10.0,1022,57.125,10,3,0,176,176,176,0.0,3,7.2,météo très défavorable,18:53:00,07:08:00,4,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-03-14,9,4,23,4,8,9,0.9,93,8.0,1022,81.875,9,6,1,176,119,266,0.0,3,5.7,météo très défavorable,18:55:00,07:06:00,5,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-03-15,11,5,27,5,10,10,0.4,94,10.0,1016,75.5,11,6,2,116,122,119,0.0,2,5.8,météo très défavorable,18:56:00,07:04:00,5,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-03-16,14,7,8,7,13,12,0.0,89,10.0,1025,39.125,14,8,6,116,116,116,0.0,3,11.6,météo correcte,18:58:00,07:02:00,8,Hauts-de-France,Amiens,0,0,0,1,0,0
2020-03-17,14,5,9,5,12,12,0.0,80,10.0,1030,45.375,14,8,5,116,116,122,0.0,4,8.9,météo correcte,19:00:00,06:59:00,5,Hauts-de-France,Amiens,0,0,0,1,0,0
2020-03-18,16,8,15,8,14,15,0.4,95,8.0,1029,49.0,18,10,7,143,116,353,0.0,4,7.6,météo correcte,19:01:00,06:57:00,8,Hauts-de-France,Amiens,0,0,0,1,0,0
2020-03-19,15,9,8,9,14,13,0.9,81,10.0,1025,72.0,15,10,9,119,122,353,0.0,4,6.2,météo défavorable,19:03:00,06:55:00,9,Hauts-de-France,Amiens,0,1,0,0,0,0
2020-03-20,10,7,22,7,9,8,0.0,93,10.0,1026,82.875,10,7,4,116,119,122,0.0,2,6.3,météo défavorable,19:04:00,06:53:00,8,Hauts-de-France,Amiens,0,1,0,0,0,0
2020-03-21,8,3,31,3,7,8,0.4,85,8.625,1025,80.125,8,3,-2,119,119,119,0.0,2,6.3,météo très défavorable,19:06:00,06:51:00,5,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-03-22,10,1,32,1,7,8,0.0,72,10.0,1026,0.375,10,0,-5,113,113,113,0.0,3,11.6,météo très défavorable,19:08:00,06:48:00,2,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-03-23,10,-1,29,-1,7,7,0.0,59,10.0,1028,0.0,10,0,-7,113,113,113,0.0,2,11.6,météo très défavorable,19:09:00,06:46:00,0,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-03-24,10,-2,23,-2,7,7,0.0,58,10.0,1028,2.5,10,0,-6,116,116,116,0.0,2,11.6,météo très défavorable,19:11:00,06:44:00,-1,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-03-25,10,-2,17,-2,7,8,0.0,63,10.0,1026,2.875,11,0,-6,113,113,113,0.0,2,11.6,météo très défavorable,19:12:00,06:42:00,-1,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-03-26,9,-1,23,-1,7,6,0.0,68,10.0,1022,3.25,9,0,-6,113,113,116,0.0,2,11.6,météo très défavorable,19:14:00,06:40:00,0,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-03-27,11,1,18,1,10,9,0.0,81,10.0,1021,27.375,11,4,-3,122,116,116,0.0,3,11.6,météo très défavorable,19:16:00,06:37:00,1,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-03-28,13,6,29,6,11,12,0.0,90,10.0,1026,45.875,14,6,2,116,119,116,0.0,2,10.3,météo correcte,19:17:00,06:35:00,6,Hauts-de-France,Amiens,0,0,0,1,0,0
2020-03-29,7,2,39,3,7,5,0.0,74,9.625,1034,33.0,7,0,-2,116,116,116,0.0,3,11.6,météo très défavorable,19:19:00,06:33:00,3,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-03-30,8,-2,26,-2,6,6,0.1,63,10.0,1034,14.0,8,1,-6,113,116,116,0.0,2,11.6,météo très défavorable,19:20:00,06:31:00,-1,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-03-31,9,0,24,0,7,6,0.0,94,10.0,1030,10.875,9,1,-4,116,113,113,0.0,2,11.6,météo très défavorable,19:22:00,06:29:00,1,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-04-01,10,-1,11,-1,9,8,0.0,73,10.0,1027,2.625,10,1,-4,113,116,116,0.0,3,11.6,météo très défavorable,19:23:00,06:27:00,0,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-04-02,9,0,12,1,8,7,0.0,83,10.0,1020,80.125,9,3,-1,119,122,122,0.0,3,6.5,météo très défavorable,19:25:00,06:24:00,0,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-04-03,10,5,14,5,9,8,0.6,95,10.0,1021,72.5,10,5,2,353,119,119,0.0,3,7.8,météo très défavorable,19:27:00,06:22:00,6,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-04-04,13,2,12,2,11,11,0.0,80,10.0,1023,4.125,13,4,0,116,116,113,0.0,3,11.6,météo correcte,19:28:00,06:20:00,3,Hauts-de-France,Amiens,0,0,0,1,0,0
2020-04-05,18,4,23,4,15,15,0.0,91,10.0,1021,0.0,18,8,1,116,113,113,0.0,4,11.6,météo favorable,19:30:00,06:18:00,5,Hauts-de-France,Amiens,0,0,1,0,0,0
2020-04-06,14,8,21,8,14,11,0.9,75,7.375,1026,46.625,14,9,5,116,116,266,0.0,4,9.1,météo correcte,19:31:00,06:16:00,8,Hauts-de-France,Amiens,0,0,0,1,0,0
2020-04-07,17,6,8,6,15,14,0.0,92,8.625,1031,25.75,17,8,6,116,116,119,0.0,3,11.6,météo correcte,19:33:00,06:14:00,6,Hauts-de-France,Amiens,0,0,0,1,0,0
2020-04-08,21,10,9,10,19,19,0.1,88,10.0,1027,26.0,23,11,10,116,116,116,0.0,4,11.6,météo favorable,19:34:00,06:12:00,10,Hauts-de-France,Amiens,0,0,1,0,0,0
2020-04-09,21,11,8,11,20,19,0.2,84,10.0,1025,24.125,23,12,11,116,116,176,0.0,5,9.1,météo favorable,19:36:00,06:10:00,12,Hauts-de-France,Amiens,0,0,1,0,0,0
2020-04-10,21,10,12,10,20,18,0.2,85,10.0,1025,47.25,23,11,9,116,116,119,0.0,4,10.4,météo favorable,19:38:00,06:08:00,11,Hauts-de-France,Amiens,0,0,1,0,0,0
2020-04-11,21,10,8,10,19,19,0.0,84,10.0,1024,10.625,23,11,9,116,116,116,0.0,5,11.6,météo favorable,19:39:00,06:06:00,10,Hauts-de-France,Amiens,0,0,1,0,0,0
2020-04-12,20,12,13,12,19,17,4.4,77,9.375,1021,66.125,20,11,13,116,176,176,0.0,5,6.7,météo défavorable,19:41:00,06:04:00,12,Hauts-de-France,Amiens,0,1,0,0,0,0
2020-04-13,13,6,31,9,12,10,0.2,92,10.0,1025,32.375,13,10,7,176,116,116,0.0,3,11.6,météo correcte,19:42:00,06:02:00,10,Hauts-de-France,Amiens,0,0,0,1,0,0
2020-04-14,11,1,19,1,9,10,0.0,77,10.0,1028,2.875,11,3,-3,116,116,113,0.0,3,13.4,météo très défavorable,19:44:00,06:00:00,2,Hauts-de-France,Amiens,1,0,0,0,0,0
2020-04-15,15,2,19,2,13,13,0.0,81,10.0,1026,5.0,15,6,-1,116,116,116,0.0,4,13.9,météo correcte,19:45:00,05:58:00,2,Hauts-de-France,Amiens,0,0,0,1,0,0
2020-04-16,20,7,10,7,18,18,0.1,90,10.0,1019,18.5,20,12,6,116,116,116,0.0,5,13.9,météo favorable,19:47:00,05:56:00,7,Hauts-de-France,Amiens,0,0,1,0,0,0
2020-04-17,18,11,11,11,17,17,2.9,89,8.625,1017,62.0,18,13,10,116,116,176,0.0,4,11.0,météo correcte,19:48:00,05:54:00,11,Hauts-de-France,Amiens,0,0,0,1,0,0
2020-04-18,19,12,9,13,18,17,12.0,93,8.25,1017,75.0,19,13,12,296,200,356,0.0,4,11.0,météo défavorable,19:50:00,05:52:00,13,Hauts-de-France,Amiens,0,1,0,0,0,0
2020-04-19,20,8,13,8,18,18,1.4,96,6.5,1017,57.125,20,14,7,143,116,353,0.0,4,11.1,météo correcte,19:52:00,05:50:00,8,Hauts-de-France,Amiens,0,0,0,1,0,0
2020-04-20,17,8,29,8,15,15,0.0,75,10.0,1015,5.0,17,10,4,116,116,116,0.0,4,14.1,météo correcte,19:53:00,05:48:00,9,Hauts-de-France,Amiens,0,0,0,1,0,0
2020-04-21,17,7,26,7,14,16,0.0,68,10.0,1013,6.375,17,9,4,116,116,116,0.0,4,14.1,météo correcte,19:55:00,05:46:00,8,Hauts-de-France,Amiens,0,0,0,1,0,0
2020-04-22,18,8,23,8,15,17,0.0,74,10.0,1018,0.0,18,11,4,113,113,113,0.0,4,14.1,météo favorable,19:56:00,05:44:00,9,Hauts-de-France,Amiens,0,0,1,0,0,0
2020-04-23,20,8,12,8,18,20,0.0,85,10.0,1019,0.0,20,12,7,113,113,113,0.0,5,14.2,météo favorable,19:58:00,05:42:00,8,Hauts-de-France,Amiens,0,0,1,0,0,0
2020-04-24,20,11,9,11,19,18,0.0,82,10.0,1017,5.625,20,11,11,116,116,116,0.0,5,14.2,météo favorable,19:59:00,05:40:00,11,Hauts-de-France,Amiens,0,0,1,0,0,0
2020-04-25,17,6,15,6,16,15,0.0,76,10.0,1014,8.125,17,8,4,116,116,113,0.0,4,14.5,météo correcte,20:01:00,05:38:00,6,Hauts-de-France,Amiens,0,0,0,1,0,0
2020-04-26,18,5,8,6,15,16,0.0,90,10.0,1012,19.5,18,8,4,113,116,116,0.0,4,13.4,météo favorable,20:02:00,05:36:00,5,Hauts-de-France,Amiens,0,0,1,0,0,0
2020-04-27,18,8,8,8,17,15,4.5,84,10.0,1010,47.125,18,12,8,116,116,353,0.0,4,11.3,météo favorable,20:04:00,05:34:00,8,Hauts-de-France,Amiens,0,0,1,0,0,0
2020-04-28,15,11,17,11,13,14,12.7,96,7.875,1006,81.875,15,12,11,296,296,353,0.0,3,9.2,météo défavorable,20:05:00,05:33:00,12,Hauts-de-France,Amiens,0,1,0,0,0,0
2020-04-29,14,8,27,10,14,12,2.4,94,7.125,1006,91.25,14,10,9,143,353,296,0.0,3,9.2,météo défavorable,20:07:00,05:31:00,9,Hauts-de-France,Amiens,0,1,0,0,0,0
2020-04-30,13,6,31,6,13,11,7.8,89,9.625,1004,77.75,13,8,2,176,116,353,0.0,3,11.3,météo défavorable,20:08:00,05:29:00,6,Hauts-de-France,Amiens,0,1,0,0,0,0
2020-05-01,14,7,29,7,12,13,2.4,91,9.25,1005,68.125,14,10,4,176,353,353,0.0,3,10.3,météo défavorable,20:10:00,05:27:00,7,Hauts-de-France,Amiens,0,1,0,0,0,0
2020-05-02,13,5,26,6,12,11,2.3,89,9.75,1016,69.75,13,7,2,176,176,176,0.0,4,9.3,météo défavorable,20:11:00,05:25:00,5,Hauts-de-France,Amiens,0,1,0,0,0,0
2020-05-03,15,6,18,8,12,15,3.1,93,9.125,1016,74.375,15,13,6,116,296,353,0.0,4,9.3,météo défavorable,20:13:00,05:24:00,6,Hauts-de-France,Amiens,0,1,0,0,0,0
2020-05-04,16,8,14,10,16,15,2.7,95,7.125,1020,77.5,16,13,9,248,176,353,0.0,3,9.3,météo défavorable,20:14:00,05:22:00,8,Hauts-de-France,Amiens,0,1,0,0,0,0
2020-05-05,15,9,22,9,15,14,1.4,81,8.75,1020,50.625,15,11,6,116,116,263,0.0,4,10.4,météo correcte,20:16:00,05:20:00,9,Hauts-de-France,Amiens,0,0,0,1,0,0
2020-05-06,18,6,14,7,16,16,0.0,74,10.0,1023,21.75,18,10,4,116,116,116,0.0,4,14.5,météo favorable,20:17:00,05:19:00,6,Hauts-de-France,Amiens,0,0,1,0,0,0
2020-05-07,19,6,6,8,17,18,0.0,83,10.0,1026,17.25,19,9,7,113,116,116,0.0,4,14.5,météo favorable,20:19:00,05:17:00,6,Hauts-de-France,Amiens,0,0,1,0,0,0
